Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
loginpetstore,Edge Chromium 124,,,21-04-2024 16:40:47,21-04-2024 16:42:26,1m - 38.479s,PASSED
,,,,,,,
Test Cases/petstore/loginpetstore,Edge Chromium 124,,,21-04-2024 16:40:48,21-04-2024 16:42:26,1m - 37.618s,PASSED
"openBrowser("""")",Edge Chromium 124,,,21-04-2024 16:40:49,21-04-2024 16:41:04,14.413s,PASSED
navigateToUrl(URL),Edge Chromium 124,,,21-04-2024 16:41:04,21-04-2024 16:41:07,2.884s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Sign In""))",Edge Chromium 124,,,21-04-2024 16:41:07,21-04-2024 16:41:08,1.652s,PASSED
"setText(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_username""), Username)",Edge Chromium 124,,,21-04-2024 16:41:08,21-04-2024 16:42:13,1m - 4.601s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_password""), ""gx5eF5RZOCViIDRmNDPMxg=="")",Edge Chromium 124,,,21-04-2024 16:42:13,21-04-2024 16:42:16,3.136s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_signon""))",Edge Chromium 124,,,21-04-2024 16:42:16,21-04-2024 16:42:18,1.604s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Sign Out""))",Edge Chromium 124,,,21-04-2024 16:42:18,21-04-2024 16:42:20,2.115s,PASSED
closeBrowser(),Edge Chromium 124,,,21-04-2024 16:42:20,21-04-2024 16:42:26,5.848s,PASSED
