Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sw_login,Edge Chromium 124,,,21-04-2024 16:47:24,21-04-2024 16:48:11,46.946s,PASSED
,,,,,,,
Test Cases/Swag_Lab/Sw_login,Edge Chromium 124,,,21-04-2024 16:47:26,21-04-2024 16:48:11,45.296s,PASSED
"openBrowser("""")",Edge Chromium 124,,,21-04-2024 16:47:28,21-04-2024 16:47:49,21.188s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/index.html"")",Edge Chromium 124,,,21-04-2024 16:47:49,21-04-2024 16:47:53,4.091s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Edge Chromium 124,,,21-04-2024 16:47:53,21-04-2024 16:47:59,5.936s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 124,,,21-04-2024 16:47:59,21-04-2024 16:48:02,2.185s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 124,,,21-04-2024 16:48:02,21-04-2024 16:48:04,2.617s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Open Menu""))",Edge Chromium 124,,,21-04-2024 16:48:04,21-04-2024 16:48:06,1.404s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Logout""))",Edge Chromium 124,,,21-04-2024 16:48:06,21-04-2024 16:48:07,1.760s,PASSED
closeBrowser(),Edge Chromium 124,,,21-04-2024 16:48:07,21-04-2024 16:48:11,3.808s,PASSED
